ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000003,descripcio,ESPINAC FULLA,"(40, 100)","(240, 100)","(40, 120)","(240, 120)"
000003,preu_unitari,"1,24","(282.5, 120)","(352.5, 120)","(282.5, 140)","(352.5, 140)"
000003,import,"0,43","(405, 120)","(450, 120)","(405, 140)","(450, 140)"
000003,quantitat_ud,1,"(0, 140)","(40, 140)","(0, 160)","(40, 160)"
000003,descripcio,MONGETA CUITA,"(40, 140)","(240, 140)","(40, 160)","(240, 160)"
000003,import,"0,65","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000003,quantitat_ud,2,"(0, 160)","(40, 160)","(0, 180)","(40, 180)"
000003,descripcio,ESPAGUETI ARMANDO,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000003,preu_unitari,"1,04","(282.5, 160)","(352.5, 160)","(282.5, 180)","(352.5, 180)"
000003,import,"2,09","(405, 160)","(450, 160)","(405, 180)","(450, 180)"
000003,quantitat_ud,1,"(0, 180)","(40, 180)","(0, 200)","(40, 200)"
000003,descripcio,REFRESC AMB,"(40, 180)","(240, 180)","(40, 200)","(240, 200)"
000003,import,"1,64","(405, 180)","(450, 180)","(405, 200)","(450, 200)"
000003,total,"27,475,31","(375, 220)","(450, 220)","(375, 240)","(450, 240)"
000004,quantitat_ud,5,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000004,descripcio,FORMATGE,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000004,preu_unitari,"2,07","(282.5, 0)","(352.5, 0)","(282.5, 20)","(352.5, 20)"
000004,import,"10,35","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000004,quantitat_ud,5,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000004,descripcio,GELAT TARONJA,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000004,preu_unitari,"1,65","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000004,import,"8,25","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000004,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000004,descripcio,RODANXA,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000004,import,"3,18","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000004,quantitat_kg,1.339,"(74, 80)","(134, 80)","(74, 100)","(134, 100)"
000004,descripcio,PATATES TALL,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000004,preu_unitari,"0,96","(282.5, 80)","(352.5, 80)","(282.5, 100)","(352.5, 100)"
000004,import,"1,28","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000004,total,"23,06","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000005,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000005,descripcio,NECESSER SANTORO,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000005,import,"7,26","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000005,quantitat_ud,3,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000005,descripcio,XORIÇO GALL,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000005,preu_unitari,"2,42","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000005,import,"7,26","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000005,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000005,descripcio,REFRESC COLA,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000005,import,"1,72","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000005,quantitat_ud,1,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000005,descripcio,LLAGOSTÍ CUIT,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000005,import,"1,083,56","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000005,total,"1,099,79","(375, 100)","(450, 100)","(375, 120)","(450, 120)"
000006,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000006,descripcio,FORMATGE D'UNTAR,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000006,import,"2,18","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000006,quantitat_ud,2,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000006,descripcio,COLORACIÓ,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000006,preu_unitari,"4,23","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000006,import,"8,47","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000006,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000006,descripcio,COLÒNIA HOME IKIRU,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000006,import,"9,68","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000006,total,"20,33","(375, 80)","(450, 80)","(375, 100)","(450, 100)"
000007,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000007,descripcio,GELAT TARONJA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000007,import,"1,65","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000007,quantitat_kg,1.412,"(74, 40)","(134, 40)","(74, 60)","(134, 60)"
000007,descripcio,PÈSOL,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000007,preu_unitari,"1,20","(282.5, 40)","(352.5, 40)","(282.5, 60)","(352.5, 60)"
000007,import,"1,68","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000007,quantitat_ud,4,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000007,descripcio,CALAMARSÓ,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000007,preu_unitari,"4,12","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000007,import,"16,50","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000007,total,"19,83","(375, 100)","(450, 100)","(375, 120)","(450, 120)"
000008,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000008,descripcio,REFRESC COLA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000008,import,"0,29","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000008,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000008,descripcio,CROQUETES,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000008,import,"1,09","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000008,total,"1,38","(375, 60)","(450, 60)","(375, 80)","(450, 80)"
000009,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000009,descripcio,PASTÍS INFANTIL,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000009,import,"11,00","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000009,quantitat_ud,3,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000009,descripcio,GELAT AMETLLAT,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000009,preu_unitari,"2,31","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000009,import,"6,93","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000009,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000009,descripcio,ARRÒS PRECUIT,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000009,import,"1,72","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000009,quantitat_ud,1,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000009,descripcio,GELAT TORRÓ,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000009,import,"2,75","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000009,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000009,descripcio,ARRÒS NEGRE,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000009,import,"2,37","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000009,quantitat_ud,1,"(0, 100)","(40, 100)","(0, 120)","(40, 120)"
000009,descripcio,LLOM HACENDADO,"(40, 100)","(240, 100)","(40, 120)","(240, 120)"
000009,import,"6,05","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000009,total,"30,81","(375, 140)","(450, 140)","(375, 160)","(450, 160)"
000010,quantitat_ud,4,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000010,descripcio,LASANYA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000010,preu_unitari,"4,40","(282.5, 0)","(352.5, 0)","(282.5, 20)","(352.5, 20)"
000010,import,"17,60","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000010,total,"17,60","(375, 40)","(450, 40)","(375, 60)","(450, 60)"
