ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000005,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000005,descripcio,FONDUE SAVOYARDE,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000005,import,"3,48","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000005,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000005,descripcio,TRAMPA ANTIARNES,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000005,import,"5,69","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000005,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000005,descripcio,BOSSES CONGELACIÓ,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000005,import,"41,14","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000005,quantitat_ud,4,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000005,descripcio,IOGURT NATURAL,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000005,preu_unitari,"0,87","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000005,import,"3,48","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000005,quantitat_ud,3,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000005,descripcio,GELAT CORNET,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000005,preu_unitari,"1,71","(307.5, 390)","(377.5, 390)","(307.5, 410)","(377.5, 410)"
000005,import,"5,12","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000005,total,"58,90","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
