ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000002,import,"3,11","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000002,quantitat_kg,1.309,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000002,descripcio,ROTLLES PRIMAVERA,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000002,preu_unitari,"5,50","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000002,import,"7,19","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000002,quantitat_kg,1.116,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000002,descripcio,PATATES TALL,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000002,preu_unitari,"1,09","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000002,import,"1,22","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000002,quantitat_kg,0.133,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000002,descripcio,ESPINACS AMB,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000002,preu_unitari,"4,26","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000002,import,"0,56","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000002,quantitat_kg,0.957,"(99, 530)","(159, 530)","(99, 550)","(159, 550)"
000002,descripcio,PEBROT SEMIPICANT,"(65, 510)","(265, 510)","(65, 530)","(265, 530)"
000002,preu_unitari,"4,78","(307.5, 530)","(377.5, 530)","(307.5, 550)","(377.5, 550)"
000002,import,"4,58","(430, 530)","(475, 530)","(430, 550)","(475, 550)"
000002,quantitat_kg,0.627,"(99, 570)","(159, 570)","(99, 590)","(159, 590)"
000002,descripcio,CEBA VERMELLA,"(65, 550)","(265, 550)","(65, 570)","(265, 570)"
000002,preu_unitari,"2,39","(307.5, 570)","(377.5, 570)","(307.5, 590)","(377.5, 590)"
000002,import,"1,50","(430, 570)","(475, 570)","(430, 590)","(475, 590)"
000002,total,"18,71","(400, 610)","(475, 610)","(400, 630)","(475, 630)"
000003,quantitat_kg,0.727,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000003,descripcio,CARD HACENDADO,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000003,preu_unitari,"3,12","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000003,import,"2,27","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000003,quantitat_kg,1.202,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000003,descripcio,EDAMAME BEINES,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000003,preu_unitari,"3,52","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000003,import,"4,24","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000003,quantitat_kg,0.922,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000003,descripcio,MINESTRA ESPECIAL,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000003,preu_unitari,"2,07","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000003,import,"1,90","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000003,quantitat_kg,1.413,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000003,descripcio,BLEDA FULLA,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000003,preu_unitari,"1,72","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000003,import,"2,42","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000003,quantitat_kg,0.538,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000003,descripcio,MONGETA TENDRA,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000003,preu_unitari,"3,46","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000003,import,"1,86","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000003,quantitat_kg,0.981,"(99, 530)","(159, 530)","(99, 550)","(159, 550)"
000003,descripcio,TOMÀQUET KUMATO,"(65, 510)","(265, 510)","(65, 530)","(265, 530)"
000003,preu_unitari,"1,86","(307.5, 530)","(377.5, 530)","(307.5, 550)","(377.5, 550)"
000003,import,"1,83","(430, 530)","(475, 530)","(430, 550)","(475, 550)"
000003,quantitat_kg,0.349,"(99, 570)","(159, 570)","(99, 590)","(159, 590)"
000003,descripcio,BLEDA FULLA,"(65, 550)","(265, 550)","(65, 570)","(265, 570)"
000003,preu_unitari,"1,72","(307.5, 570)","(377.5, 570)","(307.5, 590)","(377.5, 590)"
000003,import,"0,60","(430, 570)","(475, 570)","(430, 590)","(475, 590)"
000003,quantitat_kg,0.457,"(99, 610)","(159, 610)","(99, 630)","(159, 630)"
000003,descripcio,"GAMBES, ALLS","(65, 590)","(265, 590)","(65, 610)","(265, 610)"
000003,preu_unitari,"6,02","(307.5, 610)","(377.5, 610)","(307.5, 630)","(377.5, 630)"
000003,import,"2,75","(430, 610)","(475, 610)","(430, 630)","(475, 630)"
000003,quantitat_kg,0.851,"(99, 650)","(159, 650)","(99, 670)","(159, 670)"
000003,descripcio,COLS,"(65, 630)","(265, 630)","(65, 650)","(265, 650)"
000003,preu_unitari,"1,83","(307.5, 650)","(377.5, 650)","(307.5, 670)","(377.5, 670)"
000003,import,"1,56","(430, 650)","(475, 650)","(430, 670)","(475, 670)"
000003,quantitat_kg,1.472,"(99, 690)","(159, 690)","(99, 710)","(159, 710)"
000003,descripcio,TEMPURA,"(65, 670)","(265, 670)","(65, 690)","(265, 690)"
000003,preu_unitari,"5,08","(307.5, 690)","(377.5, 690)","(307.5, 710)","(377.5, 710)"
000003,import,"7,48","(430, 690)","(475, 690)","(430, 710)","(475, 710)"
000003,total,"26,91","(400, 730)","(475, 730)","(400, 750)","(475, 750)"
000004,quantitat_kg,1.109,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000004,descripcio,PATATES GRILL,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000004,preu_unitari,"1,74","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000004,import,"1,92","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000004,quantitat_kg,1.276,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000004,descripcio,PASTANAGA,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000004,preu_unitari,"1,24","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000004,import,"1,58","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000004,total,"3,50","(400, 410)","(475, 410)","(400, 430)","(475, 430)"
000005,quantitat_kg,1.071,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000005,descripcio,PATATA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000005,preu_unitari,"1,35","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000005,import,"1,45","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000005,quantitat_kg,1.133,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000005,descripcio,PATATES GRILL,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000005,preu_unitari,"1,74","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000005,import,"1,97","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000005,quantitat_kg,1.456,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000005,descripcio,FARCIMENT FAJITES,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000005,preu_unitari,"4,95","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000005,import,"7,21","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000005,quantitat_kg,1.26,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000005,descripcio,PEBROTS DEL,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000005,preu_unitari,"9,52","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000005,import,"11,99","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000005,quantitat_kg,1.006,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000005,descripcio,MANGO DAUS,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000005,preu_unitari,"6,10","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000005,import,"6,15","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000005,quantitat_kg,0.278,"(99, 530)","(159, 530)","(99, 550)","(159, 550)"
000005,descripcio,VERDURES SALTADES,"(65, 510)","(265, 510)","(65, 530)","(265, 530)"
000005,preu_unitari,"2,42","(307.5, 530)","(377.5, 530)","(307.5, 550)","(377.5, 550)"
000005,import,"0,68","(430, 530)","(475, 530)","(430, 550)","(475, 550)"
000005,total,"29,43","(400, 570)","(475, 570)","(400, 590)","(475, 590)"
