ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000002,preu_unitari,"5,50","(282.5, 100)","(352.5, 100)","(282.5, 120)","(352.5, 120)"
000002,import,"7,19","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000002,quantitat_kg,1.116,"(74, 140)","(134, 140)","(74, 160)","(134, 160)"
000002,descripcio,PATATES TALL,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000002,preu_unitari,"1,09","(282.5, 140)","(352.5, 140)","(282.5, 160)","(352.5, 160)"
000002,import,"1,22","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000002,quantitat_kg,0.133,"(74, 180)","(134, 180)","(74, 200)","(134, 200)"
000002,descripcio,ESPINACS AMB,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000002,preu_unitari,"4,26","(282.5, 180)","(352.5, 180)","(282.5, 200)","(352.5, 200)"
000002,import,"0,56","(405, 180)","(450, 180)","(405, 200)","(450, 200)"
000002,quantitat_kg,0.957,"(74, 220)","(134, 220)","(74, 240)","(134, 240)"
000002,descripcio,PEBROT SEMIPICANT,"(40, 200)","(240, 200)","(40, 220)","(240, 220)"
000002,preu_unitari,"4,78","(282.5, 220)","(352.5, 220)","(282.5, 240)","(352.5, 240)"
000002,import,"4,58","(405, 220)","(450, 220)","(405, 240)","(450, 240)"
000002,quantitat_kg,0.627,"(74, 260)","(134, 260)","(74, 280)","(134, 280)"
000002,descripcio,CEBA VERMELLA,"(40, 240)","(240, 240)","(40, 260)","(240, 260)"
000002,preu_unitari,"2,39","(282.5, 260)","(352.5, 260)","(282.5, 280)","(352.5, 280)"
000002,import,"1,50","(405, 260)","(450, 260)","(405, 280)","(450, 280)"
000002,total,"18,71","(375, 300)","(450, 300)","(375, 320)","(450, 320)"
000003,quantitat_kg,0.727,"(74, 20)","(134, 20)","(74, 40)","(134, 40)"
000003,descripcio,CARD HACENDADO,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000003,preu_unitari,"3,12","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000003,import,"2,27","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000003,quantitat_kg,1.202,"(74, 60)","(134, 60)","(74, 80)","(134, 80)"
000003,descripcio,EDAMAME BEINES,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000003,preu_unitari,"3,52","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000003,import,"4,24","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000003,quantitat_kg,0.922,"(74, 100)","(134, 100)","(74, 120)","(134, 120)"
000003,descripcio,MINESTRA ESPECIAL,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000003,preu_unitari,"2,07","(282.5, 100)","(352.5, 100)","(282.5, 120)","(352.5, 120)"
000003,import,"1,90","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000003,quantitat_kg,1.413,"(74, 140)","(134, 140)","(74, 160)","(134, 160)"
000003,descripcio,BLEDA FULLA,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000003,preu_unitari,"1,72","(282.5, 140)","(352.5, 140)","(282.5, 160)","(352.5, 160)"
000003,import,"2,42","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000003,quantitat_kg,0.538,"(74, 180)","(134, 180)","(74, 200)","(134, 200)"
000003,descripcio,MONGETA TENDRA,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000003,preu_unitari,"3,46","(282.5, 180)","(352.5, 180)","(282.5, 200)","(352.5, 200)"
000003,import,"1,86","(405, 180)","(450, 180)","(405, 200)","(450, 200)"
000003,quantitat_kg,0.981,"(74, 220)","(134, 220)","(74, 240)","(134, 240)"
000003,descripcio,TOMÀQUET KUMATO,"(40, 200)","(240, 200)","(40, 220)","(240, 220)"
000003,preu_unitari,"1,86","(282.5, 220)","(352.5, 220)","(282.5, 240)","(352.5, 240)"
000003,import,"1,83","(405, 220)","(450, 220)","(405, 240)","(450, 240)"
000003,quantitat_kg,0.349,"(74, 260)","(134, 260)","(74, 280)","(134, 280)"
000003,descripcio,BLEDA FULLA,"(40, 240)","(240, 240)","(40, 260)","(240, 260)"
000003,preu_unitari,"1,72","(282.5, 260)","(352.5, 260)","(282.5, 280)","(352.5, 280)"
000003,import,"0,60","(405, 260)","(450, 260)","(405, 280)","(450, 280)"
000003,quantitat_kg,0.457,"(74, 300)","(134, 300)","(74, 320)","(134, 320)"
000003,descripcio,"GAMBES, ALLS","(40, 280)","(240, 280)","(40, 300)","(240, 300)"
000003,preu_unitari,"6,02","(282.5, 300)","(352.5, 300)","(282.5, 320)","(352.5, 320)"
000003,import,"2,75","(405, 300)","(450, 300)","(405, 320)","(450, 320)"
000003,quantitat_kg,0.851,"(74, 340)","(134, 340)","(74, 360)","(134, 360)"
000003,descripcio,COLS,"(40, 320)","(240, 320)","(40, 340)","(240, 340)"
000003,preu_unitari,"1,83","(282.5, 340)","(352.5, 340)","(282.5, 360)","(352.5, 360)"
000003,import,"1,56","(405, 340)","(450, 340)","(405, 360)","(450, 360)"
000003,quantitat_kg,1.472,"(74, 380)","(134, 380)","(74, 400)","(134, 400)"
000003,descripcio,TEMPURA,"(40, 360)","(240, 360)","(40, 380)","(240, 380)"
000003,preu_unitari,"5,08","(282.5, 380)","(352.5, 380)","(282.5, 400)","(352.5, 400)"
000003,import,"7,48","(405, 380)","(450, 380)","(405, 400)","(450, 400)"
000003,total,"26,91","(375, 420)","(450, 420)","(375, 440)","(450, 440)"
000004,quantitat_kg,1.109,"(74, 20)","(134, 20)","(74, 40)","(134, 40)"
000004,descripcio,PATATES GRILL,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000004,preu_unitari,"1,74","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000004,import,"1,92","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000004,quantitat_kg,1.276,"(74, 60)","(134, 60)","(74, 80)","(134, 80)"
000004,descripcio,PASTANAGA,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000004,preu_unitari,"1,24","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000004,import,"1,58","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000004,total,"3,50","(375, 100)","(450, 100)","(375, 120)","(450, 120)"
000005,quantitat_kg,1.071,"(74, 20)","(134, 20)","(74, 40)","(134, 40)"
000005,descripcio,PATATA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000005,preu_unitari,"1,35","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000005,import,"1,45","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000005,quantitat_kg,1.133,"(74, 60)","(134, 60)","(74, 80)","(134, 80)"
000005,descripcio,PATATES GRILL,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000005,preu_unitari,"1,74","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000005,import,"1,97","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000005,quantitat_kg,1.456,"(74, 100)","(134, 100)","(74, 120)","(134, 120)"
000005,descripcio,FARCIMENT FAJITES,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000005,preu_unitari,"4,95","(282.5, 100)","(352.5, 100)","(282.5, 120)","(352.5, 120)"
000005,import,"7,21","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000005,quantitat_kg,1.26,"(74, 140)","(134, 140)","(74, 160)","(134, 160)"
000005,descripcio,PEBROTS DEL,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000005,preu_unitari,"9,52","(282.5, 140)","(352.5, 140)","(282.5, 160)","(352.5, 160)"
000005,import,"11,99","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000005,quantitat_kg,1.006,"(74, 180)","(134, 180)","(74, 200)","(134, 200)"
000005,descripcio,MANGO DAUS,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000005,preu_unitari,"6,10","(282.5, 180)","(352.5, 180)","(282.5, 200)","(352.5, 200)"
000005,import,"6,15","(405, 180)","(450, 180)","(405, 200)","(450, 200)"
000005,quantitat_kg,0.278,"(74, 220)","(134, 220)","(74, 240)","(134, 240)"
000005,descripcio,VERDURES SALTADES,"(40, 200)","(240, 200)","(40, 220)","(240, 220)"
000005,preu_unitari,"2,42","(282.5, 220)","(352.5, 220)","(282.5, 240)","(352.5, 240)"
000005,import,"0,68","(405, 220)","(450, 220)","(405, 240)","(450, 240)"
000005,total,"29,43","(375, 260)","(450, 260)","(375, 280)","(450, 280)"
