ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000004,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000004,descripcio,FILETS LLUÇ,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000004,import,"4,24","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000004,quantitat_ud,2,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000004,descripcio,FORMATGE RATLLAT,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000004,preu_unitari,"1,72","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000004,import,"3,43","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000004,quantitat_ud,5,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000004,descripcio,COLORACIÓ,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000004,preu_unitari,"4,23","(282.5, 80)","(352.5, 80)","(282.5, 100)","(352.5, 100)"
000004,import,"21,18","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000004,total,"32,91","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000005,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000005,descripcio,GELAT SANDVITX,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000005,import,"1,32","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000005,quantitat_ud,2,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000005,descripcio,CREMA CORPORAL,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000005,preu_unitari,"2,78","(282.5, 20)","(352.5, 20)","(282.5, 40)","(352.5, 40)"
000005,import,"5,57","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000005,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000005,descripcio,PINTALLAVIS,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000005,import,"5,45","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000005,quantitat_ud,1,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000005,descripcio,BARRA,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000005,import,"0,83","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000005,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000005,descripcio,LLOMS CENTRES,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000005,import,"3,52","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000005,total,"16,68","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
