ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000002,import,"2,42","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000002,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000002,descripcio,SAL RENTAPLATS,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000002,import,"1,69","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000002,total,"13,73","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
000003,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000003,descripcio,NATA MUNTADA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000003,import,"1,42","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000003,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000003,descripcio,TALLS FETGE,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000003,import,"3,69","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000003,quantitat_ud,4,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000003,descripcio,FORMATGE RATLLAT,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000003,preu_unitari,"1,87","(307.5, 350)","(377.5, 350)","(307.5, 370)","(377.5, 370)"
000003,import,"7,49","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000003,quantitat_ud,1,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000003,descripcio,GELAT MINI CORNET,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000003,import,"3,14","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000003,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000003,descripcio,LASANYA,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000003,import,"2,25","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000003,total,"17,98","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
000004,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000004,descripcio,PERNIL DOLÇ,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000004,import,"2,15","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000004,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000004,descripcio,ARRÒS AMB,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000004,import,"1,93","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000004,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000004,descripcio,FILETS LLUÇ,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000004,import,"4,24","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000004,quantitat_ud,2,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000004,descripcio,FORMATGE RATLLAT,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000004,preu_unitari,"1,72","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000004,import,"3,43","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000004,quantitat_ud,5,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000004,descripcio,COLORACIÓ,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000004,preu_unitari,"4,23","(307.5, 390)","(377.5, 390)","(307.5, 410)","(377.5, 410)"
000004,import,"21,18","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000004,total,"32,91","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
000005,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000005,descripcio,GELAT SANDVITX,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000005,import,"1,32","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000005,quantitat_ud,2,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000005,descripcio,CREMA CORPORAL,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000005,preu_unitari,"2,78","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000005,import,"5,57","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000005,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000005,descripcio,PINTALLAVIS,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000005,import,"5,45","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000005,quantitat_ud,1,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000005,descripcio,BARRA,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000005,import,"0,83","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000005,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000005,descripcio,LLOMS CENTRES,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000005,import,"3,52","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000005,total,"16,68","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
