ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000002,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000002,descripcio,IOGURT LÍQUID,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000002,import,"2,42","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000002,quantitat_ud,1,"(0, 100)","(40, 100)","(0, 120)","(40, 120)"
000002,descripcio,LLEGUM GRA VERD,"(40, 100)","(240, 100)","(40, 120)","(240, 120)"
000002,import,"1,54","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000002,quantitat_ud,1,"(0, 120)","(40, 120)","(0, 140)","(40, 140)"
000002,descripcio,ARRÒS TRES,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000002,import,"2,55","(405, 120)","(450, 120)","(405, 140)","(450, 140)"
000002,total,"22,43","(375, 160)","(450, 160)","(375, 180)","(450, 180)"
000003,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000003,descripcio,RASPALL ROBA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000003,import,"2,12","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000003,total,"2,12","(375, 40)","(450, 40)","(375, 60)","(450, 60)"
000004,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000004,descripcio,POLLASTRE FARCIT,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000004,import,"2,08","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000004,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000004,descripcio,GALLINA QUART,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000004,import,"2,38","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000004,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000004,descripcio,MOUSSE D'ÀNEC,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000004,import,"1,21","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000004,quantitat_ud,2,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000004,descripcio,GRANISSAT,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000004,preu_unitari,"2,53","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000004,import,"5,06","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000004,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000004,descripcio,LOT FACIAL DONA,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000004,import,"8,47","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000004,quantitat_ud,1,"(0, 100)","(40, 100)","(0, 120)","(40, 120)"
000004,descripcio,PERNIL DOLÇ EXTRA,"(40, 100)","(240, 100)","(40, 120)","(240, 120)"
000004,import,"1,72","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000004,quantitat_ud,1,"(0, 120)","(40, 120)","(0, 140)","(40, 140)"
000004,descripcio,REFRESC,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000004,import,"1,04","(405, 120)","(450, 120)","(405, 140)","(450, 140)"
000004,quantitat_ud,1,"(0, 140)","(40, 140)","(0, 160)","(40, 160)"
000004,descripcio,PASTÍS INFANTIL,"(40, 140)","(240, 140)","(40, 160)","(240, 160)"
000004,import,"11,00","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000004,quantitat_ud,1,"(0, 160)","(40, 160)","(0, 180)","(40, 180)"
000004,descripcio,GEL DUTXA,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000004,import,"3,57","(405, 160)","(450, 160)","(405, 180)","(450, 180)"
000004,total,"36,53","(375, 200)","(450, 200)","(375, 220)","(450, 220)"
000005,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000005,descripcio,PASTÍS GELAT NATA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000005,import,"1,93","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000005,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000005,descripcio,PIZZA MASSA FINA,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000005,import,"2,52","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000005,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000005,descripcio,FILETS LLUÇ,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000005,import,"7,87","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000005,quantitat_ud,4,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000005,descripcio,PERNIL SERRÀ,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000005,preu_unitari,"2,19","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000005,import,"8,76","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000005,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000005,descripcio,ESCORREDOR PER,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000005,import,"2,72","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000005,quantitat_ud,3,"(0, 100)","(40, 100)","(0, 120)","(40, 120)"
000005,descripcio,GAMBA CUITA,"(40, 100)","(240, 100)","(40, 120)","(240, 120)"
000005,preu_unitari,"4,68","(282.5, 100)","(352.5, 100)","(282.5, 120)","(352.5, 120)"
000005,import,"14,03","(405, 100)","(450, 100)","(405, 120)","(450, 120)"
000005,quantitat_ud,1,"(0, 120)","(40, 120)","(0, 140)","(40, 140)"
000005,descripcio,SALSA BARBACOA,"(40, 120)","(240, 120)","(40, 140)","(240, 140)"
000005,import,"1,38","(405, 120)","(450, 120)","(405, 140)","(450, 140)"
000005,quantitat_ud,3,"(0, 140)","(40, 140)","(0, 160)","(40, 160)"
000005,descripcio,BITTER KAS SENSE,"(40, 140)","(240, 140)","(40, 160)","(240, 160)"
000005,preu_unitari,"3,91","(282.5, 140)","(352.5, 140)","(282.5, 160)","(352.5, 160)"
000005,import,"11,72","(405, 140)","(450, 140)","(405, 160)","(450, 160)"
000005,quantitat_ud,4,"(0, 160)","(40, 160)","(0, 180)","(40, 180)"
000005,descripcio,CROQUETES,"(40, 160)","(240, 160)","(40, 180)","(240, 180)"
000005,preu_unitari,"1,09","(282.5, 160)","(352.5, 160)","(282.5, 180)","(352.5, 180)"
000005,import,"4,36","(405, 160)","(450, 160)","(405, 180)","(450, 180)"
000005,quantitat_ud,1,"(0, 180)","(40, 180)","(0, 200)","(40, 200)"
000005,descripcio,PAPAIA PARTIDA,"(40, 180)","(240, 180)","(40, 200)","(240, 200)"
000005,import,"2,83","(405, 180)","(450, 180)","(405, 200)","(450, 200)"
000005,total,"58,09","(375, 220)","(450, 220)","(375, 240)","(450, 240)"
