ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000002,descripcio,LLEGUM GRA VERD,"(65, 410)","(265, 410)","(65, 430)","(265, 430)"
000002,import,"1,54","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000002,quantitat_ud,1,"(25, 430)","(65, 430)","(25, 450)","(65, 450)"
000002,descripcio,ARRÒS TRES,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000002,import,"2,55","(430, 430)","(475, 430)","(430, 450)","(475, 450)"
000002,total,"22,43","(400, 470)","(475, 470)","(400, 490)","(475, 490)"
000003,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000003,descripcio,RASPALL ROBA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000003,import,"2,12","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000003,total,"2,12","(400, 350)","(475, 350)","(400, 370)","(475, 370)"
000004,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000004,descripcio,POLLASTRE FARCIT,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000004,import,"2,08","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000004,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000004,descripcio,GALLINA QUART,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000004,import,"2,38","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000004,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000004,descripcio,MOUSSE D'ÀNEC,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000004,import,"1,21","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000004,quantitat_ud,2,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000004,descripcio,GRANISSAT,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000004,preu_unitari,"2,53","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000004,import,"5,06","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000004,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000004,descripcio,LOT FACIAL DONA,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000004,import,"8,47","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000004,quantitat_ud,1,"(25, 410)","(65, 410)","(25, 430)","(65, 430)"
000004,descripcio,PERNIL DOLÇ EXTRA,"(65, 410)","(265, 410)","(65, 430)","(265, 430)"
000004,import,"1,72","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000004,quantitat_ud,1,"(25, 430)","(65, 430)","(25, 450)","(65, 450)"
000004,descripcio,REFRESC,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000004,import,"1,04","(430, 430)","(475, 430)","(430, 450)","(475, 450)"
000004,quantitat_ud,1,"(25, 450)","(65, 450)","(25, 470)","(65, 470)"
000004,descripcio,PASTÍS INFANTIL,"(65, 450)","(265, 450)","(65, 470)","(265, 470)"
000004,import,"11,00","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000004,quantitat_ud,1,"(25, 470)","(65, 470)","(25, 490)","(65, 490)"
000004,descripcio,GEL DUTXA,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000004,import,"3,57","(430, 470)","(475, 470)","(430, 490)","(475, 490)"
000004,total,"36,53","(400, 510)","(475, 510)","(400, 530)","(475, 530)"
000005,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000005,descripcio,PASTÍS GELAT NATA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000005,import,"1,93","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000005,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000005,descripcio,PIZZA MASSA FINA,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000005,import,"2,52","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000005,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000005,descripcio,FILETS LLUÇ,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000005,import,"7,87","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000005,quantitat_ud,4,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000005,descripcio,PERNIL SERRÀ,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000005,preu_unitari,"2,19","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000005,import,"8,76","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000005,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000005,descripcio,ESCORREDOR PER,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000005,import,"2,72","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000005,quantitat_ud,3,"(25, 410)","(65, 410)","(25, 430)","(65, 430)"
000005,descripcio,GAMBA CUITA,"(65, 410)","(265, 410)","(65, 430)","(265, 430)"
000005,preu_unitari,"4,68","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000005,import,"14,03","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000005,quantitat_ud,1,"(25, 430)","(65, 430)","(25, 450)","(65, 450)"
000005,descripcio,SALSA BARBACOA,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000005,import,"1,38","(430, 430)","(475, 430)","(430, 450)","(475, 450)"
000005,quantitat_ud,3,"(25, 450)","(65, 450)","(25, 470)","(65, 470)"
000005,descripcio,BITTER KAS SENSE,"(65, 450)","(265, 450)","(65, 470)","(265, 470)"
000005,preu_unitari,"3,91","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000005,import,"11,72","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000005,quantitat_ud,4,"(25, 470)","(65, 470)","(25, 490)","(65, 490)"
000005,descripcio,CROQUETES,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000005,preu_unitari,"1,09","(307.5, 470)","(377.5, 470)","(307.5, 490)","(377.5, 490)"
000005,import,"4,36","(430, 470)","(475, 470)","(430, 490)","(475, 490)"
000005,quantitat_ud,1,"(25, 490)","(65, 490)","(25, 510)","(65, 510)"
000005,descripcio,PAPAIA PARTIDA,"(65, 490)","(265, 490)","(65, 510)","(265, 510)"
000005,import,"2,83","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000005,total,"58,09","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
